name,id,examine,members,lowalch,item_limit,value,highalch,icon
Team-21 cape,4355,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-21 cape.png
Team-22 cape,4357,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-22 cape.png
Team-23 cape,4359,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-23 cape.png
Team-24 cape,4361,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-24 cape.png
Team-25 cape,4363,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-25 cape.png
Team-26 cape,4365,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-26 cape.png
Team-27 cape,4367,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-27 cape.png
Team-28 cape,4369,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-28 cape.png
Team-29 cape,4371,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-29 cape.png
Team-3 cape,4319,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-3 cape.png
Team-30 cape,4373,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-30 cape.png
Team-31 cape,4375,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-31 cape.png
Team-32 cape,4377,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-32 cape.png
Team-33 cape,4379,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-33 cape.png
Team-34 cape,4381,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-34 cape.png
Team-35 cape,4383,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-35 cape.png
Team-36 cape,4385,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-36 cape.png
Team-37 cape,4387,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-37 cape.png
Team-38 cape,4389,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-38 cape.png
Team-39 cape,4391,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-39 cape.png
Team-4 cape,4321,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-4 cape.png
Team-40 cape,4393,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-40 cape.png
Team-41 cape,4395,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-41 cape.png
Team-42 cape,4397,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-42 cape.png
Team-43 cape,4399,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-43 cape.png
Team-44 cape,4401,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-44 cape.png
Team-45 cape,4403,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-45 cape.png
Team-46 cape,4405,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-46 cape.png
Team-47 cape,4407,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-47 cape.png
Team-48 cape,4409,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-48 cape.png
Team-49 cape,4411,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-49 cape.png
Team-5 cape,4323,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-5 cape.png
Team-50 cape,4413,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-50 cape.png
Team-6 cape,4325,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-6 cape.png
Team-7 cape,4327,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-7 cape.png
Team-8 cape,4329,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-8 cape.png
Team-9 cape,4331,Ooohhh look at the pretty colours...,f,20,150,50,30,Team-9 cape.png
Teasing stick,10029,"Reduces the risk of hand severage when poking large, vicious carnivores.",t,20,40,50,30,Teasing stick.png
Tecu salamander,28834,I thought this would be slimier.,t,80,,200,120,Tecu salamander.png
Teleport anchoring scroll,29455,A formidable magic spell which prevents unwanted teleportation.,t,1,,1,1,Teleport anchoring scroll.png
Teleport card,13658,A card which has magical properties.,f,,500,100,,Teleport card.png
Teleport to house (tablet),8013,A teleport to one's own house.,t,1,10000,1,1,Teleport to house (tablet).png
Thammaron's sceptre (au),27785,A mighty sceptre used in long forgotten battles.,t,1,8,1,1,Thammaron's sceptre (au).png
Thammaron's sceptre (u),22552,A mighty sceptre used in long forgotten battles.,t,48000,8,120000,72000,Thammaron's sceptre (u).png
Thatch spar dense,6285,A wooden pole for use in primitive construction.,t,8,100,20,12,Thatch spar dense.png
Thatch spar light,6281,A wooden pole for use in primitive construction.,t,4,100,10,6,Thatch spar light.png
Thatch spar med,6283,A wooden pole for use in primitive construction.,t,6,100,15,9,Thatch spar med.png
Thieving bag,23224,A good place to store your stolen goods.,t,400,8,1000,600,Thieving bag.png
Thin snail,3363,"The thin, slimy corpse of a deceased giant snail.",t,2,13000,5,3,Thin snail.png
Thin snail meat,3369,A succulently slimy slice of sumptuous snail.,t,4,6000,10,6,Thin snail meat.png
Thorny hedge (bagged),8437,You can plant this in your garden.,t,2000,10000,5000,3000,Thorny hedge (bagged).png
Thread,1734,Used with a needle to make clothes.,f,1,18000,1,1,Thread.png
Tiara,5525,Makes me feel like a Princess.,f,40,10000,100,60,Tiara.png
Tiara mould,5523,A mould for tiaras.,f,40,40,100,60,Tiara mould.png
Timber beam,8837,"A hefty beam of timber, perfect for building temples.",t,1,13000,1,1,Timber beam.png
Tin ore,438,This needs refining.,f,1,13000,3,1,Tin ore.png
Tinderbox,590,Useful for lighting a fire.,f,1,40,1,1,Tinderbox.png
Toad batta,2255,It actually smells quite good.,t,1,6000,2,1,Toad batta.png
Toad crunchies,2217,It actually smells quite good.,t,1,6000,2,1,Toad crunchies.png
Toad's legs,2152,They're a gnome delicacy apparently.,t,1,13000,2,1,Toad's legs.png
Toadflax,2998,A useful herb.,t,19,13000,48,28,Toadflax.png
Toadflax potion (unf),3002,I need another ingredient to finish this Toadflax potion.,t,19,10000,48,28,Toadflax potion (unf).png
Toadflax seed,5296,A toadflax seed - plant in a herb patch.,t,4,600,10,6,Toadflax seed 5.png
Toktz-ket-xil,6524,A spiked shield of obsidian.,t,18000,70,45000,27000,Toktz-ket-xil.png
Toktz-mej-tal,6526,A staff of obsidian.,t,14000,70,35000,21000,Toktz-mej-tal.png
Toktz-xil-ak,6523,A razor sharp sword of obsidian.,t,16000,70,40000,24000,Toktz-xil-ak.png
Toktz-xil-ek,6525,A large knife of obsidian.,t,10000,70,25000,15000,Toktz-xil-ek.png
Toktz-xil-ul,6522,A razor sharp ring of obsidian.,t,100,11000,250,150,Toktz-xil-ul.png
Tomato,1982,This would make good ketchup.,f,1,13000,4,2,Tomato.png
Tomato seed,5322,A tomato seed - plant in an allotment.,t,1,600,4,2,Tomato seed 5.png
Tomatoes(5),5968,A fruit basket filled with tomatoes.,t,1,600,1,1,Tomatoes(5).png
Tome of fire (empty),20716,An ancient tome containing the secrets of fire magic.,t,8000,15,20000,12000,Tome of fire (empty).png
Tome of water (empty),25576,An ancient tome containing the secrets of water magic.,t,7800,,19500,11700,Tome of water (empty).png
Tonalztics of ralos (uncharged),28919,A rebounding throwing weapon of devastating proportions.,t,60000,,150000,90000,Tonalztics of ralos (uncharged).png
Tooth half of key,985,The tooth end of the mysterious Crystal Key. Can you find the other half?,t,40,11000,100,60,Tooth half of key.png
Top hat,12432,Aint no rabbits in this hat.,t,720,4,1800,1080,Top hat.png
Top hat & monocle,12434,Like a sir.,t,1600,4,4000,2400,Top hat & monocle.png
Topaz amulet,21114,I wonder if I can get this enchanted.,t,500,10000,1250,750,Topaz amulet.png
Topaz amulet (u),21105,It needs a string so I can wear it.,t,510,10000,1275,765,Topaz amulet (u).png
Topaz bolt tips,9188,Red Topaz bolt tips.,t,5,11000,13,7,Topaz bolt tips 5.png
Topaz bolts,9336,Topaz tipped Steel crossbow bolts.,t,8,11000,22,13,Topaz bolts 5.png
Topaz bolts (e),9239,Enchanted Red Topaz tipped Steel Crossbow Bolts.,t,9,11000,24,14,Topaz bolts (e) 5.png
Topaz bracelet,21123,I wonder if this is valuable.,t,600,10000,1500,900,Topaz bracelet.png
Topaz dragon bolts,21961,"Dragon crossbow bolts, tipped with red topaz.",t,280,11000,700,420,Topaz dragon bolts 5.png
Topaz dragon bolts (e),21938,"Enchanted Dragon crossbow bolts, tipped with red topaz.",t,292,11000,730,438,Topaz dragon bolts (e) 5.png
Topaz necklace,21096,I wonder if this is valuable.,t,570,10000,1425,855,Topaz necklace.png
Topaz ring,21087,A valuable ring.,t,570,10000,1425,855,Topaz ring.png
Topiary hedge (bagged),8443,You can plant this in your garden.,t,8000,10000,20000,12000,Topiary hedge (bagged).png
Torag's armour set,12879,"A set containing a Torag''s helm, platelegs, platebody and hammers.",t,160000,8,400000,240000,Torag's armour set.png
Torag's hammers,4747,Torag the Corrupted's twin hammers.,t,64000,15,160000,96000,Torag's hammers.png
Torag's hammers 0,4962,Torag the Corrupted's twin hammers.,t,64000,15,160000,96000,Torag's hammers 0.png
Torag's helm,4745,Torag the Corrupted's helm.,t,41200,15,103000,61800,Torag's helm.png
Torag's helm 0,4956,Torag the Corrupted's helm.,t,41200,15,103000,61800,Torag's helm 0.png
Torag's platebody,4749,Torag the Corrupted's platebody armour.,t,112000,15,280000,168000,Torag's platebody.png
Torag's platebody 0,4968,Torag the Corrupted's platebody armour.,t,112000,15,280000,168000,Torag's platebody 0.png
Torag's platelegs,4751,Torag the Corrupted's plate leg armour.,t,110000,15,275000,165000,Torag's platelegs.png
Torag's platelegs 0,4974,Torag the Corrupted's plate leg armour.,t,110000,15,275000,165000,Torag's platelegs 0.png
Tormented bracelet,19544,A deep sense of torment burns within this powerful bracelet.,t,80400,8,201000,120600,Tormented bracelet.png
Tormented ornament kit,23348,Use on a tormented bracelet to make it look fancier!,t,2000,4,5000,3000,Tormented ornament kit.png
Torn prayer scroll,21047,Scrawled words that can invoke the power of the gods.,t,32000,5,80000,48000,Torn prayer scroll.png
Torstol,269,A powerful herb.,t,30,11000,75,45,Torstol.png
Torstol potion (unf),111,I need another ingredient to finish this Torstol potion.,t,10,10000,25,15,Torstol potion (unf).png
Torstol seed,5304,A torstol seed - plant in a herb patch.,t,28,200,70,42,Torstol seed 5.png
Tortoise shell,7939,A word in your shell-like.,t,400,7500,1000,600,Tortoise shell.png
Torture ornament kit,20062,Use on an amulet of torture to make it look fancier!,t,2000,4,5000,3000,Torture ornament kit.png
Torva full helm,26382,An ancient warrior's full helm.,t,80000,,200000,120000,Torva full helm.png
Torva full helm (damaged),26376,An ancient warrior's full helm.,t,80000,,200000,120000,Torva full helm (damaged).png
Torva platebody,26384,An ancient warrior's platebody.,t,240000,,600000,360000,Torva platebody.png
Torva platebody (damaged),26378,An ancient warrior's platebody.,t,240000,,600000,360000,Torva platebody (damaged).png
Torva platelegs,26386,An ancient warrior's platelegs.,t,160000,,400000,240000,Torva platelegs.png
Torva platelegs (damaged),26380,An ancient warrior's platelegs.,t,160000,,400000,240000,Torva platelegs (damaged).png
Toxic blowpipe (empty),12924,Fires darts while coating them with venom.,t,48000,8,120000,72000,Toxic blowpipe (empty).png
Toxic staff (uncharged),12902,It needs to be charged with Zulrah's scales.,t,400002,8,1000006,600003,Toxic staff (uncharged).png
Toy cat,7771,Nice bit of crafting!,t,4,150,10,6,Toy cat.png
Toy doll,7763,Nice bit of crafting!,t,4,150,10,6,Toy doll.png
Toy doll (wound),7765,Nice bit of crafting!,t,4,150,10,6,Toy doll.png
Toy mouse,7767,Nice bit of crafting!,t,4,150,10,6,Toy mouse.png
Toy mouse (wound),7769,Nice bit of crafting!,t,4,150,10,6,Toy mouse.png
Toy soldier,7759,Nice bit of crafting!,t,4,150,10,6,Toy soldier.png
Toy soldier (wound),7761,Nice bit of crafting!,t,4,150,10,6,Toy soldier.png
Trading sticks,6306,Karamja currency.,t,1,18000,1,1,Trading sticks 10000.png
Trailblazer banner,25056,A banner showcasing the colours of Leagues II - Trailblazer.,t,400,5,1000,600,Trailblazer banner.png
Trailblazer boots (t1),25037,The boots of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer boots (t1).png
Trailblazer boots (t2),25025,The boots of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer boots (t2).png
Trailblazer boots (t3),25010,The boots of a trailblazer relic hunter.,t,60000,5,150000,90000,Trailblazer boots (t3).png
Trailblazer cane,25013,A cane of the trailblazer relic hunter.,t,60000,5,150000,90000,Trailblazer cane.png
Trailblazer globe,25093,A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,t,16000,5,40000,24000,Trailblazer globe.png
Trailblazer graceful ornament kit,25099,A dye which can be used to recolour a piece of graceful clothing.,t,10000,6,25000,15000,Trailblazer graceful ornament kit.png
Trailblazer hood (t1),25028,The headgear of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer hood (t1).png
Trailblazer hood (t2),25016,The headgear of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer hood (t2).png
Trailblazer hood (t3),25001,The headgear of a trailblazer relic hunter.,t,60000,5,150000,90000,Trailblazer hood (t3).png
Trailblazer relic hunter (t1) armour set,25380,"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",t,20000,,50000,30000,Trailblazer relic hunter (t1) armour set.png
Trailblazer relic hunter (t2) armour set,25383,"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",t,20000,,50000,30000,Trailblazer relic hunter (t2) armour set.png
Trailblazer relic hunter (t3) armour set,25386,"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",t,20000,,50000,30000,Trailblazer relic hunter (t3) armour set.png
Trailblazer reloaded alchemy scroll,28693,A scroll which unlocks the Trailblazer Reloaded Alchemy animation.,t,10000,,25000,15000,Trailblazer reloaded alchemy scroll.png
Trailblazer reloaded banner,28702,A banner showcasing the colours of Leagues IV: Trailblazer Reloaded.,t,400,,1000,600,Trailblazer reloaded banner.png
Trailblazer reloaded blowpipe ornament kit,28690,Used on an uncharged Toxic Blowpipe to give it the a theme from Leagues IV: Trailblazer Reloaded.,t,2000,,5000,3000,Trailblazer reloaded blowpipe ornament kit.png
Trailblazer reloaded boots (t1),28721,The boots of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded boots (t1).png
Trailblazer reloaded boots (t2),28733,The boots of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded boots (t2).png
Trailblazer reloaded boots (t3),28745,The boots of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded boots (t3).png
Trailblazer reloaded bulwark ornament kit,28684,Used on the Dinh's Bulwark to give it a theme from Leagues IV: Trailblazer Reloaded.,t,2000,,5000,3000,Trailblazer reloaded bulwark ornament kit.png
Trailblazer reloaded death scroll,28699,A scroll which unlocks the Trailblazer Reloaded death and respawn animation.,t,10000,5,25000,15000,Trailblazer reloaded death scroll.png
Trailblazer reloaded headband (t1),28712,The headgear of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded headband (t1).png
Trailblazer reloaded headband (t2),28724,The headgear of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded headband (t2).png
Trailblazer reloaded headband (t3),28736,The headgear of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded headband (t3).png
Trailblazer reloaded home teleport scroll,28705,A scroll which unlocks the Trailblazer Reloaded Home Teleport animation.,t,10000,5,25000,15000,Trailblazer reloaded home teleport scroll.png
Trailblazer reloaded rejuvenation pool scroll,28708,Used on an Ornate rejuvination pool inside your Player owned house to give it a theme from Leagues IV: Trailblazer Reloaded.,t,10000,,25000,15000,Trailblazer reloaded rejuvenation pool scroll.png
Trailblazer reloaded relic hunter (t1) armour set,28777,"A set containing Trailblazer Reloaded boots (t1), Trailblazer Reloaded trousers (t1), Trailblazer Reloaded top (t1) and Trailblazer Reloaded hood (t1).",t,20000,,50000,30000,Trailblazer reloaded relic hunter (t1) armour set.png
Trailblazer reloaded relic hunter (t2) armour set,28780,"A set containing Trailblazer Reloaded boots (t2), Trailblazer Reloaded trousers (t2), Trailblazer Reloaded top (t2) and Trailblazer Reloaded hood (t2).",t,20000,,50000,30000,Trailblazer reloaded relic hunter (t2) armour set.png
Trailblazer reloaded relic hunter (t3) armour set,28783,"A set containing Trailblazer Reloaded boots (t3), Trailblazer Reloaded trousers (t3), Trailblazer Reloaded top (t3) and Trailblazer Reloaded hood (t3).",t,20000,,50000,30000,Trailblazer reloaded relic hunter (t3) armour set.png
Trailblazer reloaded top (t1),28715,The shirt of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded top (t1).png
Trailblazer reloaded top (t2),28727,The shirt of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded top (t2).png
Trailblazer reloaded top (t3),28739,The shirt of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded top (t3).png
Trailblazer reloaded torch,28748,The torch of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded torch.png
Trailblazer reloaded trousers (t1),28718,The trousers of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded trousers (t1).png
Trailblazer reloaded trousers (t2),28730,The trousers of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded trousers (t2).png
Trailblazer reloaded trousers (t3),28742,The trousers of a Trailblazer Reloaded Relic Hunter.,t,6000,,15000,9000,Trailblazer reloaded trousers (t3).png
Trailblazer reloaded vengeance scroll,28696,A scroll which unlocks the Trailblazer Reloaded Vengeance animation.,t,10000,,25000,15000,Trailblazer reloaded vengeance scroll.png
Trailblazer rug,25096,A rug which can be built into a rug hotspot in your PoH League Trophy Room.,t,20000,5,50000,30000,Trailblazer rug.png
Trailblazer teleport scroll,25087,A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,t,10000,5,25000,15000,Trailblazer teleport scroll.png
Trailblazer tool ornament kit,25090,"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",t,10000,5,25000,15000,Trailblazer tool ornament kit.png
Trailblazer top (t1),25031,The coat of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer top (t1).png
Trailblazer top (t2),25019,The coat of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer top (t2).png
Trailblazer top (t3),25004,The coat of a trailblazer relic hunter.,t,60000,5,150000,90000,Trailblazer top (t3).png
Trailblazer trousers (t1),25034,The trousers of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer trousers (t1).png
Trailblazer trousers (t2),25022,The trousers of a trailblazer relic hunter.,t,6000,5,15000,9000,Trailblazer trousers (t2).png
Trailblazer trousers (t3),25007,The trousers of a trailblazer relic hunter.,t,60000,5,150000,90000,Trailblazer trousers (t3).png
Trapper's tipple,29277,A glass of frothy ale.,t,1,,2,1,Trapper's tipple.png
Treasonous ring,12605,A razor sharp ring.,t,20000,8,50000,30000,Treasonous ring.png
Triangle sandwich,6962,A freshly made triangle sandwich.,f,10,6000,25,15,Triangle sandwich.png
Tribal mask (combat),6339,A ceremonial wooden mask.,t,200,150,500,300,Tribal mask (combat).png
Tribal mask (disease),6337,A ceremonial wooden mask.,t,200,150,500,300,Tribal mask (disease).png
Tribal mask (poison),6335,A ceremonial wooden mask.,t,200,150,500,300,Tribal mask (poison).png
Tribal top (blue),6351,Local dress.,t,120,150,300,180,Tribal top (blue).png
Tribal top (brown),6341,Local dress.,t,120,150,300,180,Tribal top (brown).png
Tribal top (pink),6371,Local dress.,t,120,150,300,180,Tribal top (pink).png
Tribal top (yellow),6361,Local dress.,t,120,150,300,180,Tribal top (yellow).png
Trident of the seas (full),11905,A weapon from the deep.,t,27600,8,69000,41400,Trident of the seas (full).png
Trinket of advanced weaponry,28567,A magic rock! This one gives you a random blighted weapon instead.,t,1,,1,1,Trinket of advanced weaponry.png
Trinket of fairies,28564,A magic rock! This one smells funny and lets you teleport.,t,1,,1,1,Trinket of fairies.png
Trinket of undead,28570,A magic rock! This one gives you random thralls.,t,1,,1,1,Trinket of undead.png
Trinket of vengeance,28561,A magic rock! This one casts the Vengeance spell.,t,1,,1,1,Trinket of vengeance.png
Trousers (blue),5040,"A pair of long dwarven trousers... long for dwarves, of course.",t,300,150,750,450,Trousers (blue).png
Trousers (brown),5036,"A pair of long dwarven trousers... long for dwarves, of course.",t,220,150,550,330,Trousers (brown).png
Trousers (lilac),5038,"A pair of long dwarven trousers... long for dwarves, of course.",t,280,150,700,420,Trousers (lilac).png
Trout,333,Some nicely cooked trout.,f,4,6000,10,6,Trout.png
Trouver parchment,24187,Take it to Perdu to help you avoid losing certain items.,t,1,,1,1,Trouver parchment.png
Tumeken's shadow (uncharged),27277,An ancient staff created using a higher power.,t,1,,1,1,Tumeken's shadow (uncharged).png
Tuna,361,"Wow, this is a big fish.",f,16,6000,40,24,Tuna.png
Tuna and corn,7068,A bowl of cooked tuna and sweetcorn.,t,45,13000,113,67,Tuna and corn.png
Tuna potato,7060,A baked potato with tuna and sweetcorn.,t,45,13000,113,67,Tuna potato.png
Turquoise boots,634,"They''re soft, silky and turquoise.",t,80,150,200,120,Turquoise boots.png
Turquoise hat,664,A silly turquoise pointed hat.,t,64,150,160,96,Turquoise hat.png
Turquoise robe bottoms,654,Made by Tree Gnomes with a thing for turquoise.,t,72,150,180,108,Turquoise robe bottoms.png
Turquoise robe top,644,"The ultimate in gnome design, now in turquoise!",t,72,150,180,108,Turquoise robe top.png
Twisted banner,24413,A banner showcasing the colours of the Twisted League.,t,400,5,1000,600,Twisted banner.png
Twisted blueprints,24463,A scroll which unlocks the twisted player-owned house wall-kit.,t,10000,5,25000,15000,Twisted blueprints.png
Twisted boots (t1),24411,The boots of a twisted relic hunter.,t,400,5,1000,600,Twisted boots (t1).png
Twisted boots (t2),24403,The boots of a twisted relic hunter.,t,4000,5,10000,6000,Twisted boots (t2).png
Twisted boots (t3),24393,The boots of a twisted relic hunter.,t,40000,5,100000,60000,Twisted boots (t3).png
Twisted bow,20997,A mystical bow carved from the twisted remains of the Great Olm.,t,1600000,8,4000000,2400000,Twisted bow.png
Twisted buckler,21000,A buckler carved from the twisted remains of the Great Olm.,t,36000,8,90000,54000,Twisted buckler.png
Twisted cane,24395,A cane of the twisted relic hunter.,t,400,10,1000,600,Twisted cane.png
Twisted coat (t1),24407,The coat of a twisted relic hunter.,t,400,5,1000,600,Twisted coat (t1).png
Twisted coat (t2),24399,The coat of a twisted relic hunter.,t,4000,5,10000,6000,Twisted coat (t2).png
Twisted coat (t3),24389,The coat of a twisted relic hunter.,t,40000,5,100000,60000,Twisted coat (t3).png
Twisted hat (t1),24405,The headgear of a twisted relic hunter.,t,400,5,1000,600,Twisted hat (t1).png
Twisted hat (t2),24397,The headgear of a twisted relic hunter.,t,4000,5,10000,6000,Twisted hat (t2).png
Twisted hat (t3),24387,The headgear of a twisted relic hunter.,t,40000,5,100000,60000,Twisted hat (t3).png
Twisted horns,24466,These look like they can be attached to a slayer helmet.,t,40000,5,100000,60000,Twisted horns.png
Twisted relic hunter (t1) armour set,24469,"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",t,20000,5,50000,30000,Twisted relic hunter (t1) armour set.png
Twisted relic hunter (t2) armour set,24472,"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",t,20000,5,50000,30000,Twisted relic hunter (t2) armour set.png
Twisted relic hunter (t3) armour set,24475,"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",t,20000,5,50000,30000,Twisted relic hunter (t3) armour set.png
Twisted teleport scroll,24460,A scroll which unlocks the twisted home teleport animation.,t,10000,5,25000,15000,Twisted teleport scroll.png
Twisted trousers (t1),24409,The trousers of a twisted relic hunter.,t,400,5,1000,600,Twisted trousers (t1).png
Twisted trousers (t2),24401,The trousers of a twisted relic hunter.,t,4000,5,10000,6000,Twisted trousers (t2).png
Twisted trousers (t3),24391,The trousers of a twisted relic hunter.,t,40000,5,100000,60000,Twisted trousers (t3).png
Tyrannical ring,12603,An incredibly heavy ring.,t,20000,8,50000,30000,Tyrannical ring.png
Tyras helm,9629,As used by King Tyras' personal guard.,t,220,150,550,330,Tyras helm.png
Tzhaar-ket-em,6527,A mace of obsidian.,t,12000,70,30000,18000,Tzhaar-ket-em.png
Tzhaar-ket-om,6528,A maul of obsidian.,t,20000,70,50001,30000,Tzhaar-ket-om.png
Tzhaar-ket-om ornament kit,23232,Use on the TzHaar-ket-om to trim and spike it.,t,2000,4,5000,3000,Tzhaar-ket-om ornament kit.png
Ugthanki & onion,1877,A mixture of chopped onions and ugthanki meat in a bowl.,t,2,11000,7,4,Ugthanki & onion.png
Ugthanki & tomato,1879,A mixture of chopped tomatoes and ugthanki meat in a bowl.,t,2,11000,7,4,Ugthanki & tomato.png
Ugthanki kebab,1885,A fresh kebab made from ugthanki meat.,t,8,10000,20,12,Ugthanki kebab.png
Ugthanki meat,1861,Freshly cooked ugthanki meat.,t,2,11000,5,3,Ugthanki meat.png
Ultor ring,28307,An occult ring that grants immense physical power.,t,1,,1,1,Ultor ring.png
Ultracompost,21483,Ultra-good for the smallest or largest of plants.,t,34,2000,85,51,Ultracompost.png
Unblessed symbol,1716,A symbol of Saradomin.,f,80,10000,200,120,Unblessed symbol.png
Uncharged toxic trident,12900,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah''s scales.",t,31200,8,78000,46800,Uncharged toxic trident.png
Uncharged toxic trident (e),22294,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah''s scales.",t,43200,8,108000,64800,Uncharged toxic trident (e).png
Uncharged trident,11908,"It needs to be charged with death runes, chaos runes, fire runes and coins.",t,27200,8,68000,40800,Uncharged trident.png
Uncharged trident (e),22290,"It needs to be charged with death runes, chaos runes, fire runes and coins.",t,39200,8,98000,58800,Uncharged trident (e).png
Uncooked apple pie,2317,This would be much tastier cooked.,f,6,13000,16,9,Uncooked apple pie.png
Uncooked berry pie,2321,This would be much more appetising cooked.,f,2,13000,6,3,Uncooked berry pie.png
Uncooked botanical pie,19656,This would be much tastier cooked.,t,6,13000,16,9,Uncooked botanical pie.png
Uncooked dragonfruit pie,22789,This would be much tastier cooked.,t,16,10000,40,24,Uncooked dragonfruit pie.png
Uncooked egg,7076,A bowl of uncooked egg.,t,3,13000,8,4,Uncooked egg.png
Uncooked meat pie,2319,This would be much healthier cooked.,f,3,13000,8,4,Uncooked meat pie.png
Uncooked mushroom pie,21684,This would be much tastier cooked.,t,6,13000,16,9,Uncooked mushroom pie.png
Uncut diamond,1617,This would be worth more cut.,f,80,10000,200,120,Uncut diamond.png
Uncut dragonstone,1631,This would be worth more cut.,t,400,10000,1000,600,Uncut dragonstone.png
Uncut emerald,1621,This would be worth more cut.,f,20,10000,50,30,Uncut emerald.png
Uncut jade,1627,This would be worth more cut.,t,12,10000,30,18,Uncut jade.png
Uncut onyx,6571,This would be worth more cut.,t,80000,11000,200000,120000,Uncut onyx.png
Uncut opal,1625,This would be worth more cut.,t,8,10000,20,12,Uncut opal.png
Uncut red topaz,1629,This would be worth more cut.,t,16,10000,40,24,Uncut red topaz.png
Uncut ruby,1619,This would be worth more cut.,f,40,10000,100,60,Uncut ruby.png
Uncut sapphire,1623,This would be worth more cut.,f,10,10000,25,15,Uncut sapphire.png
Uncut zenyte,19496,This would be worth more cut.,t,30000,10000,75000,45000,Uncut zenyte.png
Unfinished broad bolts,11876,Add feathers to make broad-tipped crossbow bolts.,t,22,7000,55,33,Unfinished broad bolts 5.png
